polling_station_id,address,longitude,latitude,area_name
162,花蓮縣吉安鄉宜昌村6鄰中山路二段2號,121.5834123,23.9711436,南昌村
163,花蓮縣吉安鄉宜昌村6鄰中山路二段2號,121.5834123,23.9711436,南昌村
164,花蓮縣吉安鄉慶豐村57鄰中山路三段477號,121.5649928,23.9808443,慶豐村
165,花蓮縣吉安鄉慶豐村57鄰中山路三段477號,121.5649928,23.9808443,慶豐村
166,花蓮縣吉安鄉慶豐村57鄰中山路三段477號,121.5649928,23.9808443,慶豐村
167,花蓮縣吉安鄉慶豐村39鄰慶北一街237號,121.5632376,23.9825613,慶豐村
168,花蓮縣吉安鄉慶豐村43鄰中山路三段662號,121.5616183,23.9834711,慶豐村
169,花蓮縣吉安鄉慶豐村43鄰中山路三段662號,121.5616183,23.9834711,慶豐村
170,花蓮縣吉安鄉吉安村6鄰中山路三段1號,121.5598375,23.9839592,吉安村
171,花蓮縣吉安鄉吉安村7鄰中山路三段3號,121.5781053,23.9734937,吉安村
172,花蓮縣吉安鄉吉安村19鄰中興路355巷3之1號,121.5639768,23.9734966,吉安村
173,花蓮縣吉安鄉吉安村27鄰吉安路二段97號,121.5625101,23.9734716,吉安村
174,花蓮縣吉安鄉吉安村27鄰吉安路二段97號,121.5625101,23.9734716,吉安村
175,花蓮縣吉安鄉吉安村27鄰吉安路二段97號,121.5625101,23.9734716,吉安村
176,花蓮縣吉安鄉福興村9鄰吉安路三段90號,121.5597807,23.968341,福興村
177,花蓮縣吉安鄉福興村4鄰福德街1號,121.562453,23.9692299,福興村
178,花蓮縣吉安鄉福興村12鄰吉安路三段165號,121.5588019,23.9664654,福興村
179,花蓮縣吉安鄉南華村2鄰南華四街123號,121.5510003,23.9532271,南華村
180,花蓮縣吉安鄉南華村3鄰南華四街131巷40號,121.5503601,23.9528153,南華村
181,花蓮縣吉安鄉干城村2鄰干城一街97巷1號,121.5451578,23.9477249,干城村
182,花蓮縣吉安鄉東昌村6鄰東海六街74號,121.5958491,23.9658643,東昌村
183,花蓮縣吉安鄉東昌村18鄰東里十一街83號,121.5965396,23.9627687,東昌村
184,花蓮縣吉安鄉東昌村18鄰東里十一街83號,121.5965396,23.9627687,東昌村
185,花蓮縣吉安鄉東昌村18鄰東里十一街83號,121.5965396,23.9627687,東昌村
186,花蓮縣吉安鄉東昌村18鄰東里十一街83號,121.5965396,23.9627687,東昌村
187,花蓮縣吉安鄉東昌村18鄰東里十一街83號,121.5965396,23.9627687,仁安村
188,花蓮縣吉安鄉仁安村12鄰南海四街102號,121.5950175,23.9512905,仁安村
189,花蓮縣吉安鄉仁和村7鄰南海三街314號,121.5877241,23.9565087,仁和村
190,花蓮縣吉安鄉仁和村1鄰中正路二段66號,121.587876,23.9634,仁和村
191,花蓮縣吉安鄉仁和村1鄰中正路二段66號,121.587876,23.9634,仁和村
192,花蓮縣吉安鄉仁和村1鄰中正路二段60號,121.5885493,23.9638783,仁和村
